source_file,lat_deg,lon_deg,h_km,date,hour,vcr_GV,particle,dose_rate_uSvph,sigma,unit_text,quantity_text
L0000.ANS,-65.0,30.0,8.000085600032,2002/01/00,0,0.67,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,40.0,8.000085600032,2002/01/00,0,0.51,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,50.0,8.000085600032,2002/01/00,0,0.39,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,60.0,8.000085600032,2002/01/00,0,0.28,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,70.0,8.000085600032,2002/01/00,0,0.18,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,80.0,8.000085600032,2002/01/00,0,0.06,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,90.0,8.000085600032,2002/01/00,0,0.03,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,100.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,110.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,120.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,130.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,140.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,150.0,8.000085600032,2002/01/00,0,0.02,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,160.0,8.000085600032,2002/01/00,0,0.04,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,170.0,8.000085600032,2002/01/00,0,0.09,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-179.99999,8.000085600032,2002/01/00,0,0.47,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-170.0,8.000085600032,2002/01/00,0,0.66,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-160.0,8.000085600032,2002/01/00,0,0.89,TOTAL,1.8426,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-150.0,8.000085600032,2002/01/00,0,1.18,TOTAL,1.8411,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-140.0,8.000085600032,2002/01/00,0,1.53,TOTAL,1.8354,0.11002,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-130.0,8.000085600032,2002/01/00,0,1.9,TOTAL,1.8185,0.10986,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-120.0,8.000085600032,2002/01/00,0,2.26,TOTAL,1.792,0.10943,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-110.0,8.000085600032,2002/01/00,0,2.68,TOTAL,1.7543,0.10865,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-100.0,8.000085600032,2002/01/00,0,3.05,TOTAL,1.7174,0.1075,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-90.0,8.000085600032,2002/01/00,0,3.53,TOTAL,1.6656,0.10571,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-80.0,8.000085600032,2002/01/00,0,3.67,TOTAL,1.6493,0.10548,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-70.0,8.000085600032,2002/01/00,0,3.6,TOTAL,1.6574,0.10555,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-60.0,8.000085600032,2002/01/00,0,3.38,TOTAL,1.6818,0.10634,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-50.0,8.000085600032,2002/01/00,0,3.14,TOTAL,1.7082,0.10718,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-40.0,8.000085600032,2002/01/00,0,2.73,TOTAL,1.7504,0.10848,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-30.0,8.000085600032,2002/01/00,0,2.34,TOTAL,1.7852,0.10933,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-60.0,-20.0,8.000085600032,2002/01/00,0,2.0,TOTAL,1.8118,0.10977,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
